"","workerid","target1","target2","competitor1","competitor2","target_location","competitor_location","look","target_look","competitor_look"
"885",2087,3,9,4,10,"topright","bottomright","bottomright",0,1
"886",2087,4,10,3,9,"bottomright","topright","bottomright",1,0
"887",2087,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"888",2087,2,8,1,7,"bottomleft","topleft","topleft",0,1
"889",2087,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"890",2087,2,8,1,7,"bottomleft","topleft","center",0,0
"891",2087,4,10,3,9,"bottomright","topright","bottomleft",0,0
"892",2087,4,10,3,9,"bottomright","topright","center",0,0
"893",2087,3,9,4,10,"topright","bottomright","center",0,0
"894",2087,3,9,4,10,"topright","bottomright","topright",1,0
"895",2087,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"896",2087,3,9,4,10,"topright","bottomright","topleft",0,0
"897",2087,1,7,2,8,"topleft","bottomleft","center",0,0
"898",2087,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"899",2087,2,8,1,7,"bottomleft","topleft","topright",0,0
"900",2087,1,7,2,8,"topleft","bottomleft","topright",0,0
"901",2087,1,7,2,8,"topleft","bottomleft","topleft",1,0
"902",2087,4,10,3,9,"bottomright","topright","topright",0,1
"903",2144,2,8,1,7,"bottomleft","topleft","topright",0,0
"904",2144,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"905",2144,2,8,1,7,"bottomleft","topleft","topleft",0,1
"906",2144,3,9,4,10,"topright","bottomright","topright",1,0
"907",2144,3,9,4,10,"topright","bottomright","center",0,0
"908",2144,3,9,4,10,"topright","bottomright","bottomright",0,1
"909",2144,4,10,3,9,"bottomright","topright","center",0,0
"910",2144,4,10,3,9,"bottomright","topright","topright",0,1
"911",2144,4,10,3,9,"bottomright","topright","bottomright",1,0
"912",2144,3,9,4,10,"topright","bottomright","topleft",0,0
"913",2144,2,8,1,7,"bottomleft","topleft","center",0,0
"914",2144,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"915",2144,4,10,3,9,"bottomright","topright","topleft",0,0
"916",2144,1,7,2,8,"topleft","bottomleft","topright",0,0
"917",2144,1,7,2,8,"topleft","bottomleft","topleft",1,0
"918",2144,1,7,2,8,"topleft","bottomleft","center",0,0
"919",2144,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"920",2144,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"921",2144,4,10,3,9,"bottomright","topright","bottomleft",0,0
"922",2144,3,9,4,10,"topright","bottomright","bottomleft",0,0
"923",2068,3,9,4,10,"topright","bottomright","center",0,0
"924",2068,3,9,4,10,"topright","bottomright","topright",1,0
"925",2068,3,9,4,10,"topright","bottomright","bottomright",0,1
"926",2068,2,8,1,7,"bottomleft","topleft","center",0,0
"927",2068,2,8,1,7,"bottomleft","topleft","topleft",0,1
"928",2068,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"929",2068,3,9,4,10,"topright","bottomright","bottomleft",0,0
"930",2068,3,9,4,10,"topright","bottomright","topleft",0,0
"931",2068,4,10,3,9,"bottomright","topright","topleft",0,0
"932",2068,4,10,3,9,"bottomright","topright","center",0,0
"933",2068,4,10,3,9,"bottomright","topright","bottomleft",0,0
"934",2068,4,10,3,9,"bottomright","topright","topright",0,1
"935",2068,1,7,2,8,"topleft","bottomleft","topleft",1,0
"936",2068,1,7,2,8,"topleft","bottomleft","center",0,0
"937",2068,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"938",2068,1,7,2,8,"topleft","bottomleft","topright",0,0
"939",2068,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"940",2068,4,10,3,9,"bottomright","topright","bottomright",1,0
"941",2068,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"942",2068,2,8,1,7,"bottomleft","topleft","topright",0,0
"943",1933,2,8,1,7,"bottomleft","topleft","topright",0,0
"944",1933,2,8,1,7,"bottomleft","topleft","center",0,0
"945",1933,3,9,4,10,"topright","bottomright","bottomleft",0,0
"946",1933,3,9,4,10,"topright","bottomright","topleft",0,0
"947",1933,3,9,4,10,"topright","bottomright","bottomright",0,1
"948",1933,3,9,4,10,"topright","bottomright","topright",1,0
"949",1933,1,7,2,8,"topleft","bottomleft","topleft",1,0
"950",1933,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"951",1933,1,7,2,8,"topleft","bottomleft","center",0,0
"952",1933,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"953",1933,3,9,4,10,"topright","bottomright","center",0,0
"954",1933,4,10,3,9,"bottomright","topright","bottomright",1,0
"955",1933,4,10,3,9,"bottomright","topright","bottomleft",0,0
"956",1933,4,10,3,9,"bottomright","topright","center",0,0
"957",1933,4,10,3,9,"bottomright","topright","topright",0,1
"958",1933,1,7,2,8,"topleft","bottomleft","topright",0,0
"959",1933,4,10,3,9,"bottomright","topright","topleft",0,0
"960",1933,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"961",1933,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"962",1933,2,8,1,7,"bottomleft","topleft","topleft",0,1
"963",1973,3,9,4,10,"topright","bottomright","bottomright",0,1
"964",1973,3,9,4,10,"topright","bottomright","bottomleft",0,0
"965",1973,3,9,4,10,"topright","bottomright","center",0,0
"966",1973,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"967",1973,4,10,3,9,"bottomright","topright","topleft",0,0
"968",1973,4,10,3,9,"bottomright","topright","bottomleft",0,0
"969",1973,4,10,3,9,"bottomright","topright","center",0,0
"970",1973,4,10,3,9,"bottomright","topright","topright",0,1
"971",1973,4,10,3,9,"bottomright","topright","bottomright",1,0
"972",1973,1,7,2,8,"topleft","bottomleft","center",0,0
"973",1973,1,7,2,8,"topleft","bottomleft","topright",0,0
"974",1973,1,7,2,8,"topleft","bottomleft","topleft",1,0
"975",1973,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"976",1973,2,8,1,7,"bottomleft","topleft","topright",0,0
"977",1973,2,8,1,7,"bottomleft","topleft","topleft",0,1
"978",1973,2,8,1,7,"bottomleft","topleft","center",0,0
"979",1973,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"980",1973,3,9,4,10,"topright","bottomright","topright",1,0
"981",1973,3,9,4,10,"topright","bottomright","topleft",0,0
"982",2090,4,10,3,9,"bottomright","topright","center",0,0
"983",2090,4,10,3,9,"bottomright","topright","topright",0,1
"984",2090,4,10,3,9,"bottomright","topright","bottomright",1,0
"985",2090,3,9,4,10,"topright","bottomright","topright",1,0
"986",2090,3,9,4,10,"topright","bottomright","center",0,0
"987",2090,3,9,4,10,"topright","bottomright","bottomleft",0,0
"988",2090,3,9,4,10,"topright","bottomright","topleft",0,0
"989",2090,3,9,4,10,"topright","bottomright","bottomright",0,1
"990",2090,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"991",2090,1,7,2,8,"topleft","bottomleft","center",0,0
"992",2090,1,7,2,8,"topleft","bottomleft","topleft",1,0
"993",2090,4,10,3,9,"bottomright","topright","topleft",0,0
"994",2090,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"995",2090,2,8,1,7,"bottomleft","topleft","topleft",0,1
"996",2090,2,8,1,7,"bottomleft","topleft","center",0,0
"997",2090,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"998",2090,2,8,1,7,"bottomleft","topleft","topright",0,0
"999",2090,1,7,2,8,"topleft","bottomleft","topright",0,0
"1000",2090,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1001",2090,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1002",2049,4,10,3,9,"bottomright","topright","topleft",0,0
"1003",2049,4,10,3,9,"bottomright","topright","bottomright",1,0
"1004",2049,4,10,3,9,"bottomright","topright","topright",0,1
"1005",2049,2,8,1,7,"bottomleft","topleft","center",0,0
"1006",2049,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1007",2049,1,7,2,8,"topleft","bottomleft","center",0,0
"1008",2049,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1009",2049,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1010",2049,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1011",2049,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1012",2049,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1013",2049,3,9,4,10,"topright","bottomright","center",0,0
"1014",2049,3,9,4,10,"topright","bottomright","bottomright",0,1
"1015",2049,3,9,4,10,"topright","bottomright","topright",1,0
"1016",2049,3,9,4,10,"topright","bottomright","topleft",0,0
"1017",2049,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1018",2049,4,10,3,9,"bottomright","topright","center",0,0
"1019",2049,1,7,2,8,"topleft","bottomleft","topright",0,0
"1020",2049,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1021",2049,2,8,1,7,"bottomleft","topleft","topright",0,0
"1022",2050,4,10,3,9,"bottomright","topright","topright",0,1
"1023",2050,4,10,3,9,"bottomright","topright","center",0,0
"1024",2050,4,10,3,9,"bottomright","topright","topleft",0,0
"1025",2050,4,10,3,9,"bottomright","topright","bottomright",1,0
"1026",2050,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1027",2050,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1028",2050,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1029",2050,2,8,1,7,"bottomleft","topleft","center",0,0
"1030",2050,2,8,1,7,"bottomleft","topleft","topright",0,0
"1031",2050,1,7,2,8,"topleft","bottomleft","topright",0,0
"1032",2050,1,7,2,8,"topleft","bottomleft","center",0,0
"1033",2050,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1034",2050,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1035",2050,3,9,4,10,"topright","bottomright","topleft",0,0
"1036",2050,3,9,4,10,"topright","bottomright","center",0,0
"1037",2050,3,9,4,10,"topright","bottomright","bottomright",0,1
"1038",2050,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1039",2050,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1040",2050,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1041",2050,3,9,4,10,"topright","bottomright","topright",1,0
"1042",2165,3,9,4,10,"topright","bottomright","center",0,0
"1043",2165,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1044",2165,3,9,4,10,"topright","bottomright","topleft",0,0
"1045",2165,3,9,4,10,"topright","bottomright","bottomright",0,1
"1046",2165,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1047",2165,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1048",2165,2,8,1,7,"bottomleft","topleft","center",0,0
"1049",2165,4,10,3,9,"bottomright","topright","topleft",0,0
"1050",2165,4,10,3,9,"bottomright","topright","bottomright",1,0
"1051",2165,4,10,3,9,"bottomright","topright","center",0,0
"1052",2165,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1053",2165,4,10,3,9,"bottomright","topright","topright",0,1
"1054",2165,1,7,2,8,"topleft","bottomleft","center",0,0
"1055",2165,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1056",2165,1,7,2,8,"topleft","bottomleft","topright",0,0
"1057",2165,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1058",2165,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1059",2165,3,9,4,10,"topright","bottomright","topright",1,0
"1060",2165,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1061",2165,2,8,1,7,"bottomleft","topleft","topright",0,0
"1062",2141,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1063",2141,1,7,2,8,"topleft","bottomleft","center",0,0
"1064",2141,1,7,2,8,"topleft","bottomleft","topright",0,0
"1065",2141,2,8,1,7,"bottomleft","topleft","center",0,0
"1066",2141,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1067",2141,3,9,4,10,"topright","bottomright","center",0,0
"1068",2141,3,9,4,10,"topright","bottomright","topleft",0,0
"1069",2141,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1070",2141,3,9,4,10,"topright","bottomright","topright",1,0
"1071",2141,3,9,4,10,"topright","bottomright","bottomright",0,1
"1072",2141,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1073",2141,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1074",2141,2,8,1,7,"bottomleft","topleft","topright",0,0
"1075",2141,4,10,3,9,"bottomright","topright","center",0,0
"1076",2141,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1077",2141,4,10,3,9,"bottomright","topright","bottomright",1,0
"1078",2141,4,10,3,9,"bottomright","topright","topright",0,1
"1079",2141,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1080",2141,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1081",2141,4,10,3,9,"bottomright","topright","topleft",0,0
"1082",2208,2,8,1,7,"bottomleft","topleft","center",0,0
"1083",2208,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1084",2208,3,9,4,10,"topright","bottomright","topleft",0,0
"1085",2208,3,9,4,10,"topright","bottomright","center",0,0
"1086",2208,3,9,4,10,"topright","bottomright","bottomright",0,1
"1087",2208,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1088",2208,1,7,2,8,"topleft","bottomleft","center",0,0
"1089",2208,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1090",2208,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1091",2208,4,10,3,9,"bottomright","topright","center",0,0
"1092",2208,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1093",2208,4,10,3,9,"bottomright","topright","topleft",0,0
"1094",2208,4,10,3,9,"bottomright","topright","bottomright",1,0
"1095",2208,4,10,3,9,"bottomright","topright","topright",0,1
"1096",2208,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1097",2208,3,9,4,10,"topright","bottomright","topright",1,0
"1098",2208,1,7,2,8,"topleft","bottomleft","topright",0,0
"1099",2208,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1100",2208,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1101",2208,2,8,1,7,"bottomleft","topleft","topright",0,0
"1102",2085,4,10,3,9,"bottomright","topright","center",0,0
"1103",2085,4,10,3,9,"bottomright","topright","bottomright",1,0
"1104",2085,4,10,3,9,"bottomright","topright","topright",0,1
"1105",2085,1,7,2,8,"topleft","bottomleft","center",0,0
"1106",2085,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1107",2085,3,9,4,10,"topright","bottomright","topleft",0,0
"1108",2085,3,9,4,10,"topright","bottomright","topright",1,0
"1109",2085,3,9,4,10,"topright","bottomright","center",0,0
"1110",2085,3,9,4,10,"topright","bottomright","bottomright",0,1
"1111",2085,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1112",2085,2,8,1,7,"bottomleft","topleft","center",0,0
"1113",2085,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1114",2085,2,8,1,7,"bottomleft","topleft","topright",0,0
"1115",2085,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1116",2085,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1117",2085,1,7,2,8,"topleft","bottomleft","topright",0,0
"1118",2085,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1119",2085,4,10,3,9,"bottomright","topright","topleft",0,0
"1120",2085,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1121",2085,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1122",1965,1,7,2,8,"topleft","bottomleft","center",0,0
"1123",1965,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1124",1965,4,10,3,9,"bottomright","topright","center",0,0
"1125",1965,4,10,3,9,"bottomright","topright","topright",0,1
"1126",1965,2,8,1,7,"bottomleft","topleft","center",0,0
"1127",1965,2,8,1,7,"bottomleft","topleft","topright",0,0
"1128",1965,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1129",1965,1,7,2,8,"topleft","bottomleft","topright",0,0
"1130",1965,4,10,3,9,"bottomright","topright","bottomright",1,0
"1131",1965,4,10,3,9,"bottomright","topright","topleft",0,0
"1132",1965,3,9,4,10,"topright","bottomright","center",0,0
"1133",1965,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1134",1965,3,9,4,10,"topright","bottomright","topright",1,0
"1135",1965,3,9,4,10,"topright","bottomright","bottomright",0,1
"1136",1965,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1137",1965,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1138",1965,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1139",1965,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1140",1965,3,9,4,10,"topright","bottomright","topleft",0,0
"1141",2192,3,9,4,10,"topright","bottomright","topleft",0,0
"1142",2192,3,9,4,10,"topright","bottomright","center",0,0
"1143",2192,3,9,4,10,"topright","bottomright","bottomright",0,1
"1144",2192,4,10,3,9,"bottomright","topright","bottomright",1,0
"1145",2192,4,10,3,9,"bottomright","topright","center",0,0
"1146",2192,4,10,3,9,"bottomright","topright","topleft",0,0
"1147",2192,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1148",2192,4,10,3,9,"bottomright","topright","topright",0,1
"1149",2192,3,9,4,10,"topright","bottomright","topright",1,0
"1150",2192,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1151",2192,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1152",2192,2,8,1,7,"bottomleft","topleft","topright",0,0
"1153",2192,2,8,1,7,"bottomleft","topleft","center",0,0
"1154",2192,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1155",2192,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1156",2192,1,7,2,8,"topleft","bottomleft","center",0,0
"1157",2192,1,7,2,8,"topleft","bottomleft","topright",0,0
"1158",2192,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1159",2192,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1160",2192,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1161",2154,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1162",2154,2,8,1,7,"bottomleft","topleft","topright",0,0
"1163",2154,2,8,1,7,"bottomleft","topleft","center",0,0
"1164",2154,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1165",2154,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1166",2154,1,7,2,8,"topleft","bottomleft","center",0,0
"1167",2154,3,9,4,10,"topright","bottomright","center",0,0
"1168",2154,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1169",2154,3,9,4,10,"topright","bottomright","topright",1,0
"1170",2154,3,9,4,10,"topright","bottomright","bottomright",0,1
"1171",2154,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1172",2154,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1173",2154,4,10,3,9,"bottomright","topright","center",0,0
"1174",2154,4,10,3,9,"bottomright","topright","bottomright",1,0
"1175",2154,4,10,3,9,"bottomright","topright","topright",0,1
"1176",2154,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1177",2154,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1178",2154,3,9,4,10,"topright","bottomright","topleft",0,0
"1179",2154,1,7,2,8,"topleft","bottomleft","topright",0,0
"1180",2154,4,10,3,9,"bottomright","topright","topleft",0,0
"1181",2171,2,8,1,7,"bottomleft","topleft","center",0,0
"1182",2171,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1183",2171,3,9,4,10,"topright","bottomright","topleft",0,0
"1184",2171,3,9,4,10,"topright","bottomright","center",0,0
"1185",2171,3,9,4,10,"topright","bottomright","bottomright",0,1
"1186",2171,4,10,3,9,"bottomright","topright","bottomright",1,0
"1187",2171,4,10,3,9,"bottomright","topright","center",0,0
"1188",2171,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1189",2171,4,10,3,9,"bottomright","topright","topright",0,1
"1190",2171,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1191",2171,3,9,4,10,"topright","bottomright","topright",1,0
"1192",2171,2,8,1,7,"bottomleft","topleft","topright",0,0
"1193",2171,4,10,3,9,"bottomright","topright","topleft",0,0
"1194",2171,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1195",2171,1,7,2,8,"topleft","bottomleft","center",0,0
"1196",2171,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1197",2171,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1198",2171,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1199",2171,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1200",2171,1,7,2,8,"topleft","bottomleft","topright",0,0
"1201",1897,1,7,2,8,"topleft","bottomleft","center",0,0
"1202",1897,1,7,2,8,"topleft","bottomleft","topright",0,0
"1203",1897,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1204",1897,4,10,3,9,"bottomright","topright","center",0,0
"1205",1897,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1206",1897,4,10,3,9,"bottomright","topright","topright",0,1
"1207",1897,3,9,4,10,"topright","bottomright","center",0,0
"1208",1897,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1209",1897,3,9,4,10,"topright","bottomright","bottomright",0,1
"1210",1897,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1211",1897,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1212",1897,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1213",1897,2,8,1,7,"bottomleft","topleft","center",0,0
"1214",1897,2,8,1,7,"bottomleft","topleft","topright",0,0
"1215",1897,3,9,4,10,"topright","bottomright","topleft",0,0
"1216",1897,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1217",1897,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1218",1897,4,10,3,9,"bottomright","topright","bottomright",1,0
"1219",1897,3,9,4,10,"topright","bottomright","topright",1,0
"1220",1897,4,10,3,9,"bottomright","topright","topleft",0,0
"1221",2157,4,10,3,9,"bottomright","topright","center",0,0
"1222",2157,4,10,3,9,"bottomright","topright","topright",0,1
"1223",2157,4,10,3,9,"bottomright","topright","bottomright",1,0
"1224",2157,4,10,3,9,"bottomright","topright","topleft",0,0
"1225",2157,1,7,2,8,"topleft","bottomleft","center",0,0
"1226",2157,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1227",2157,1,7,2,8,"topleft","bottomleft","topright",0,0
"1228",2157,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1229",2157,3,9,4,10,"topright","bottomright","center",0,0
"1230",2157,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1231",2157,3,9,4,10,"topright","bottomright","topright",1,0
"1232",2157,3,9,4,10,"topright","bottomright","topleft",0,0
"1233",2157,3,9,4,10,"topright","bottomright","bottomright",0,1
"1234",2157,2,8,1,7,"bottomleft","topleft","center",0,0
"1235",2157,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1236",2157,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1237",2157,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1238",2157,2,8,1,7,"bottomleft","topleft","topright",0,0
"1239",2157,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1240",2157,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1241",2145,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1242",2145,2,8,1,7,"bottomleft","topleft","topright",0,0
"1243",2145,4,10,3,9,"bottomright","topright","topleft",0,0
"1244",2145,4,10,3,9,"bottomright","topright","topright",0,1
"1245",2145,4,10,3,9,"bottomright","topright","center",0,0
"1246",2145,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1247",2145,2,8,1,7,"bottomleft","topleft","center",0,0
"1248",2145,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1249",2145,3,9,4,10,"topright","bottomright","center",0,0
"1250",2145,3,9,4,10,"topright","bottomright","topright",1,0
"1251",2145,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1252",2145,3,9,4,10,"topright","bottomright","bottomright",0,1
"1253",2145,1,7,2,8,"topleft","bottomleft","topright",0,0
"1254",2145,1,7,2,8,"topleft","bottomleft","center",0,0
"1255",2145,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1256",2145,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1257",2145,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1258",2145,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1259",2145,4,10,3,9,"bottomright","topright","bottomright",1,0
"1260",2145,3,9,4,10,"topright","bottomright","topleft",0,0
"1261",2200,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1262",2200,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1263",2200,2,8,1,7,"bottomleft","topleft","center",0,0
"1264",2200,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1265",2200,3,9,4,10,"topright","bottomright","topleft",0,0
"1266",2200,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1267",2200,4,10,3,9,"bottomright","topright","bottomright",1,0
"1268",2200,4,10,3,9,"bottomright","topright","topleft",0,0
"1269",2200,4,10,3,9,"bottomright","topright","center",0,0
"1270",2200,3,9,4,10,"topright","bottomright","center",0,0
"1271",2200,3,9,4,10,"topright","bottomright","bottomright",0,1
"1272",2200,4,10,3,9,"bottomright","topright","topright",0,1
"1273",2200,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1274",2200,3,9,4,10,"topright","bottomright","topright",1,0
"1275",2200,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1276",2200,2,8,1,7,"bottomleft","topleft","topright",0,0
"1277",2200,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1278",2200,1,7,2,8,"topleft","bottomleft","center",0,0
"1279",2200,1,7,2,8,"topleft","bottomleft","topright",0,0
"1280",2200,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1281",1919,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1282",1919,1,7,2,8,"topleft","bottomleft","center",0,0
"1283",1919,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1284",1919,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1285",1919,3,9,4,10,"topright","bottomright","center",0,0
"1286",1919,3,9,4,10,"topright","bottomright","topright",1,0
"1287",1919,3,9,4,10,"topright","bottomright","bottomright",0,1
"1288",1919,4,10,3,9,"bottomright","topright","center",0,0
"1289",1919,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1290",1919,4,10,3,9,"bottomright","topright","topright",0,1
"1291",1919,4,10,3,9,"bottomright","topright","bottomright",1,0
"1292",1919,2,8,1,7,"bottomleft","topleft","topright",0,0
"1293",1919,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1294",1919,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1295",1919,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1296",1919,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1297",1919,1,7,2,8,"topleft","bottomleft","topright",0,0
"1298",1919,4,10,3,9,"bottomright","topright","topleft",0,0
"1299",1919,2,8,1,7,"bottomleft","topleft","center",0,0
"1300",1919,3,9,4,10,"topright","bottomright","topleft",0,0
"1301",1979,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1302",1979,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1303",1979,2,8,1,7,"bottomleft","topleft","center",0,0
"1304",1979,4,10,3,9,"bottomright","topright","bottomright",1,0
"1305",1979,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1306",1979,4,10,3,9,"bottomright","topright","topright",0,1
"1307",1979,4,10,3,9,"bottomright","topright","topleft",0,0
"1308",1979,2,8,1,7,"bottomleft","topleft","topright",0,0
"1309",1979,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1310",1979,1,7,2,8,"topleft","bottomleft","topleft",1,0
